age,tenure_months,hour_spend_on_app,visits_last_month,avg_purchase_value,number_devices,delivery_distance_km,satisfaction_score,loyalty_score,gender,preferred_payment,preferred_category,discount_offer,review_text
47,14.9,6.5,6,237.26,3,8.3,3,0.639,male,Debit Card,Laptop & Accessory,0,
25,4.8,4.8,4,72.56,2,5.4,3,0.368,male,Debit Card,Mobile,0,Service okay—still leaving.
51,12.4,4.2,4,279.7,3,1.0,4,0.636,male,Debit Card,Laptop & Accessory,1,Very satisfied with value.
33,9.2,6.1,3,121.44,2,15.7,3,0.324,male,Debit Card,Laptop & Accessory,0,
56,30.9,7.9,2,102.53,4,20.1,4,0.621,female,Credit Card,Fashion,1,"Loyal customer, happy so far."
41,13.9,6.5,6,76.65,2,15.9,4,0.61,female,Credit Card,Home & Kitchen,0,"Loyal customer, happy so far."
48,26.4,6.3,2,93.11,2,1.0,4,0.541,female,Debit Card,Home & Kitchen,0,"App was fine, but moving on."
38,13.0,7.1,4,73.09,1,9.4,3,0.433,male,Credit Card,Mobile,0,Average service.
39,30.9,9.0,9,104.33,4,15.1,3,0.807,male,UPI,Fashion,1,Great perks—staying!
33,7.5,6.1,2,164.68,1,3.2,5,0.487,female,E Wallet,Laptop & Accessory,0,
32,7.8,5.6,3,44.98,1,6.8,2,0.449,female,E Wallet,Home & Kitchen,0,
44,11.4,5.3,1,98.17,1,10.7,3,0.463,male,Credit Card,Fashion,1,
24,17.8,6.1,3,134.91,3,8.1,4,0.557,female,UPI,Mobile,1,Nothing special but acceptable.
35,10.3,5.3,3,120.45,3,6.0,3,0.538,female,E Wallet,Laptop & Accessory,0,
18,3.6,4.2,4,174.76,2,11.2,3,0.416,female,Credit Card,Home & Kitchen,1,Nothing special but acceptable.
37,9.4,6.9,3,110.07,2,11.7,4,0.339,female,Debit Card,Home & Kitchen,0,Nothing special but acceptable.
44,9.6,5.7,2,46.95,1,8.6,2,0.306,female,UPI,Home & Kitchen,1,Experience was fine overall.
33,10.0,4.3,2,113.23,2,12.3,3,0.564,male,Credit Card,Laptop & Accessory,0,Nothing special but acceptable.
23,17.2,6.2,3,65.17,3,9.9,3,0.43,female,UPI,Laptop & Accessory,0,
25,33.0,5.8,4,76.98,4,3.0,2,0.544,non-binary,Debit Card,Laptop & Accessory,1,Experience was fine overall.
45,13.7,5.5,3,115.85,3,6.9,5,0.308,female,Credit Card,Home & Kitchen,0,
29,13.4,6.8,4,214.07,3,4.9,5,0.678,male,Credit Card,Fashion,0,"Loyal customer, happy so far."
31,34.0,6.4,5,67.63,4,7.3,2,0.625,female,UPI,Fashion,0,Switching for better prices.
24,17.0,5.2,4,220.58,3,13.5,3,0.694,male,Credit Card,Home & Kitchen,1,Very satisfied with value.
43,21.7,4.0,1,140.65,3,13.1,3,0.455,female,Debit Card,Mobile,1,
43,10.3,4.4,2,95.32,2,8.9,3,0.383,male,Credit Card,Home & Kitchen,1,Nothing special but acceptable.
24,21.1,6.0,4,247.96,2,10.4,4,0.663,male,Credit Card,Laptop & Accessory,0,
47,26.9,9.0,6,126.4,3,16.1,4,0.614,female,Debit Card,Mobile,0,
36,16.3,6.3,3,88.48,3,14.4,3,0.49,female,Credit Card,Laptop & Accessory,0,Nothing special but acceptable.
39,44.2,9.3,2,67.57,4,12.0,4,0.389,male,Credit Card,Mobile,1,Switching for better prices.
28,6.3,4.9,4,73.11,1,7.4,3,0.293,non-binary,Credit Card,Home & Kitchen,0,Nothing special but acceptable.
40,22.6,7.9,3,87.94,4,5.9,2,0.51,female,UPI,Laptop & Accessory,0,Service okay—still leaving.
36,15.9,6.9,5,79.46,2,8.3,4,0.529,female,E Wallet,Mobile,0,
35,16.2,6.0,9,74.71,3,10.4,4,0.531,female,UPI,Mobile,1,
52,16.9,6.2,5,55.28,2,9.7,2,0.437,male,UPI,Home & Kitchen,1,Nothing special but acceptable.
54,25.8,6.2,7,114.67,3,9.8,4,0.633,female,Cash on Delivery,Home & Kitchen,1,Great perks—staying!
35,19.3,4.4,3,45.61,2,9.4,4,0.352,male,E Wallet,Fashion,0,"App was fine, but moving on."
46,35.2,7.3,2,103.94,4,1.0,4,0.559,male,Debit Card,Mobile,1,Average service.
38,8.7,2.6,1,183.49,1,14.2,3,0.308,male,UPI,Laptop & Accessory,0,Switching for better prices.
28,19.9,8.7,5,114.88,1,3.9,5,0.552,female,Debit Card,Laptop & Accessory,0,Average service.
52,13.1,3.6,4,68.85,2,17.1,2,0.349,female,Credit Card,Laptop & Accessory,1,"App was fine, but moving on."
34,17.8,4.7,3,60.01,3,12.1,2,0.264,female,E Wallet,Mobile,1,
35,8.3,5.3,3,107.26,3,14.2,4,0.433,male,UPI,Fashion,0,
31,25.6,5.7,0,72.72,3,3.6,5,0.328,male,UPI,Laptop & Accessory,1,
36,13.4,5.2,1,63.56,1,11.6,3,0.338,male,Debit Card,Laptop & Accessory,0,Average service.
47,13.8,8.1,6,55.57,2,10.0,4,0.39,female,Credit Card,Mobile,0,"App was fine, but moving on."
39,8.7,6.4,4,50.71,4,7.5,4,0.411,male,UPI,Home & Kitchen,1,
36,10.0,7.4,0,62.02,2,17.2,3,0.322,female,Credit Card,Home & Kitchen,0,
54,25.9,9.0,2,60.35,4,12.8,4,0.511,male,UPI,Laptop & Accessory,0,
29,9.8,5.9,3,64.93,2,10.5,3,0.432,male,Credit Card,Mobile,0,Average service.
35,7.0,4.5,2,123.08,3,11.0,2,0.354,male,Credit Card,Home & Kitchen,1,
43,12.3,8.5,8,133.41,2,2.4,4,0.358,female,Credit Card,Mobile,0,"App was fine, but moving on."
37,11.9,5.9,3,126.02,3,9.8,4,0.526,non-binary,Credit Card,Mobile,0,Nothing special but acceptable.
18,7.4,6.8,6,44.94,3,14.2,3,0.514,male,Debit Card,Mobile,0,Average service.
38,13.1,5.7,1,142.91,3,10.2,4,0.515,male,Debit Card,Home & Kitchen,0,Nothing special but acceptable.
49,19.1,7.2,4,66.53,3,10.7,3,0.454,female,UPI,Laptop & Accessory,0,"App was fine, but moving on."
45,14.8,9.5,4,97.85,4,8.1,4,0.557,non-binary,UPI,Grocery,1,Switching for better prices.
40,13.6,4.2,3,107.74,4,15.5,3,0.379,male,UPI,Fashion,1,Nothing special but acceptable.
44,9.4,5.8,5,92.02,1,6.3,3,0.584,male,Debit Card,Laptop & Accessory,1,Experience was fine overall.
30,24.2,3.2,2,160.75,3,6.2,4,0.529,male,Debit Card,Laptop & Accessory,1,Average service.
26,8.8,4.6,9,83.72,3,16.5,3,0.444,male,UPI,Fashion,0,Service okay—still leaving.
41,10.0,4.8,5,70.54,2,12.0,4,0.43,male,Debit Card,Laptop & Accessory,0,Nothing special but acceptable.
22,13.5,5.7,9,53.38,4,17.4,3,0.597,male,E Wallet,Mobile,0,
33,11.8,3.8,4,57.46,2,12.4,2,0.454,male,UPI,Fashion,0,Switching for better prices.
18,23.1,7.1,7,61.59,3,5.3,3,0.483,female,Debit Card,Home & Kitchen,1,
19,23.4,5.6,5,108.58,1,17.3,3,0.573,male,UPI,Laptop & Accessory,0,Experience was fine overall.
41,18.3,4.3,6,86.66,3,8.7,3,0.372,female,Debit Card,Fashion,0,Average service.
30,6.8,6.7,2,105.73,1,12.1,5,0.328,female,Debit Card,Mobile,0,"App was fine, but moving on."
18,16.9,7.1,8,46.86,3,12.6,3,0.621,male,Debit Card,Laptop & Accessory,1,Great perks—staying!
43,10.9,6.2,3,55.92,2,15.5,3,0.398,male,UPI,Laptop & Accessory,1,
24,22.8,8.0,4,121.26,4,1.9,5,0.551,male,UPI,Laptop & Accessory,1,
39,16.8,5.9,4,120.74,3,8.7,4,0.51,female,Credit Card,Home & Kitchen,1,Experience was fine overall.
43,12.2,6.0,4,114.23,2,3.3,4,0.486,male,Credit Card,Fashion,0,
51,21.3,9.6,3,72.63,2,4.3,4,0.561,non-binary,UPI,Fashion,1,
24,14.1,5.9,5,106.59,3,1.0,4,0.404,female,Debit Card,Home & Kitchen,0,Nothing special but acceptable.
37,26.6,7.0,4,133.13,4,6.1,4,0.56,female,Debit Card,Fashion,1,
48,11.6,6.3,5,130.93,1,3.1,5,0.436,non-binary,Debit Card,Home & Kitchen,0,
25,25.9,5.9,0,123.46,3,6.4,4,0.508,male,Credit Card,Laptop & Accessory,0,
53,32.3,6.9,6,122.0,3,20.4,4,0.447,female,Debit Card,Laptop & Accessory,1,Nothing special but acceptable.
30,14.6,7.0,4,103.46,4,7.7,4,0.369,female,Credit Card,Fashion,1,Nothing special but acceptable.
43,20.4,5.2,6,68.47,3,13.3,3,0.468,male,Cash on Delivery,Mobile,0,Switching for better prices.
48,46.9,9.8,4,60.03,6,14.3,3,0.758,female,Debit Card,Grocery,1,Very satisfied with value.
31,11.0,4.2,3,72.42,2,2.8,4,0.279,female,Credit Card,Laptop & Accessory,1,Experience was fine overall.
18,16.1,5.2,4,147.93,3,8.9,4,0.567,female,Credit Card,Mobile,1,
27,9.6,5.8,3,81.81,3,11.9,3,0.402,female,Debit Card,Home & Kitchen,0,
40,10.4,4.6,1,32.71,1,4.3,2,0.382,female,Cash on Delivery,Mobile,1,Nothing special but acceptable.
26,7.9,6.2,6,101.62,1,16.9,3,0.366,male,Credit Card,Laptop & Accessory,0,
27,10.0,5.2,3,92.1,1,10.4,3,0.39,male,Credit Card,Home & Kitchen,0,Average service.
36,15.3,7.1,4,111.11,3,17.4,5,0.612,female,UPI,Home & Kitchen,0,"App was fine, but moving on."
45,12.6,5.8,2,70.16,2,21.2,3,0.319,female,Credit Card,Laptop & Accessory,0,
48,10.6,6.4,5,56.38,4,9.9,3,0.627,female,E Wallet,Grocery,0,"App was fine, but moving on."
18,32.8,7.7,5,88.87,4,19.8,4,0.536,male,Debit Card,Laptop & Accessory,0,
35,41.6,9.8,11,140.38,6,16.7,4,0.946,female,Credit Card,Mobile,1,
42,17.7,7.3,2,137.74,2,14.1,4,0.483,female,Credit Card,Mobile,1,
37,7.6,3.9,3,81.74,1,7.8,3,0.284,female,Credit Card,Mobile,1,Average service.
34,11.2,3.1,1,122.84,2,12.2,3,0.292,male,Credit Card,Fashion,0,Experience was fine overall.
30,52.3,12.8,4,89.04,5,16.3,4,0.568,male,E Wallet,Mobile,1,
18,8.6,5.4,4,77.03,2,12.0,3,0.488,female,UPI,Mobile,0,Switching for better prices.
35,23.9,6.9,5,77.22,3,18.9,4,0.681,male,Credit Card,Laptop & Accessory,1,Great perks—staying!
20,20.1,5.5,4,180.46,3,14.9,3,0.492,female,Debit Card,Fashion,0,
21,20.4,5.5,5,98.86,4,4.2,4,0.443,male,Cash on Delivery,Mobile,1,Experience was fine overall.
63,19.2,5.3,2,166.39,2,12.6,5,0.197,male,UPI,Mobile,0,
42,21.5,7.6,5,125.84,3,6.5,4,0.431,female,Credit Card,Home & Kitchen,0,"App was fine, but moving on."
26,27.4,5.3,4,110.47,4,8.9,3,0.436,male,Cash on Delivery,Mobile,1,
34,9.9,3.8,1,84.18,1,3.5,2,0.329,male,E Wallet,Mobile,0,"App was fine, but moving on."
37,7.6,5.5,3,76.98,1,12.2,2,0.353,female,Debit Card,Fashion,1,Experience was fine overall.
21,22.8,6.2,6,103.51,3,17.2,4,0.509,male,Debit Card,Laptop & Accessory,0,
36,11.7,8.8,6,112.06,2,22.3,3,0.581,male,Credit Card,Laptop & Accessory,0,Nothing special but acceptable.
59,16.0,5.1,2,81.16,2,13.9,3,0.358,male,Credit Card,Mobile,0,Service okay—still leaving.
44,18.6,9.1,5,137.82,4,3.7,4,0.548,male,Cash on Delivery,Laptop & Accessory,1,
26,10.7,6.9,3,70.87,2,8.9,3,0.529,female,Debit Card,Home & Kitchen,0,"App was fine, but moving on."
30,16.1,2.7,2,132.07,3,13.5,4,0.342,female,Credit Card,Mobile,1,Average service.
44,19.4,6.2,3,57.57,4,10.0,3,0.508,male,UPI,Fashion,0,Nothing special but acceptable.
43,18.3,4.5,2,41.25,2,12.0,3,0.187,female,Debit Card,Mobile,0,Not satisfied—leaving.
38,17.4,7.8,5,123.19,3,11.8,4,0.623,male,Credit Card,Laptop & Accessory,1,Very satisfied with value.
53,12.3,6.7,4,264.13,1,11.7,5,0.613,female,E Wallet,Grocery,1,Great perks—staying!
39,10.5,4.5,2,135.55,2,4.3,4,0.273,non-binary,UPI,Mobile,0,Terrible experience. No perks.
29,19.2,6.7,4,76.73,4,1.0,4,0.537,female,Debit Card,Fashion,0,Average service.
18,5.4,5.3,5,57.92,3,10.1,3,0.462,female,Credit Card,Laptop & Accessory,0,Average service.
18,11.1,5.3,2,69.97,2,10.3,4,0.286,female,Credit Card,Laptop & Accessory,0,Average service.
41,13.7,6.8,5,75.75,2,3.7,2,0.331,male,Credit Card,Mobile,0,Experience was fine overall.
25,18.6,5.6,4,82.75,2,12.0,3,0.636,female,Debit Card,Laptop & Accessory,1,Very satisfied with value.
27,4.8,5.3,2,108.08,1,8.7,3,0.434,male,Credit Card,Laptop & Accessory,0,Experience was fine overall.
48,16.7,7.2,2,144.89,3,4.6,4,0.363,male,UPI,Mobile,0,Average service.
34,8.2,6.7,5,107.43,2,8.4,5,0.438,female,Credit Card,Mobile,1,
51,35.8,5.5,2,39.26,4,11.0,3,0.436,female,UPI,Grocery,1,Nothing special but acceptable.
41,18.5,6.9,8,114.49,3,13.3,4,0.685,female,UPI,Laptop & Accessory,1,
42,22.3,5.9,4,91.56,3,6.8,3,0.508,male,UPI,Grocery,1,Experience was fine overall.
46,24.0,6.3,5,140.38,2,10.8,4,0.522,female,UPI,Laptop & Accessory,0,
35,9.3,5.9,7,110.28,2,14.8,4,0.395,male,UPI,Laptop & Accessory,0,
43,12.5,6.8,5,85.51,2,1.0,4,0.537,male,Credit Card,Mobile,0,Service okay—still leaving.
31,14.0,7.7,8,77.9,2,6.9,4,0.522,female,Credit Card,Fashion,1,Average service.
28,6.2,5.5,2,172.03,2,9.8,4,0.451,male,UPI,Mobile,1,Experience was fine overall.
31,9.5,4.4,3,175.93,1,15.0,5,0.379,female,Credit Card,Grocery,1,
49,14.4,6.1,4,83.48,2,14.6,4,0.307,female,Debit Card,Mobile,0,
18,4.2,6.3,2,42.2,2,12.2,3,0.288,female,Credit Card,Fashion,1,Nothing special but acceptable.
27,20.9,8.7,4,73.98,3,2.0,4,0.62,male,UPI,Laptop & Accessory,0,"Loyal customer, happy so far."
46,15.7,7.1,0,118.37,4,11.5,4,0.495,male,UPI,Laptop & Accessory,1,Experience was fine overall.
42,11.4,5.7,5,160.45,3,1.0,4,0.421,male,Credit Card,Laptop & Accessory,0,
43,9.8,5.1,0,149.22,3,6.5,4,0.32,male,Debit Card,Home & Kitchen,0,Average service.
32,6.5,8.2,3,90.11,2,2.3,4,0.287,female,E Wallet,Home & Kitchen,0,Nothing special but acceptable.
39,27.1,6.2,4,94.81,3,15.4,3,0.419,female,Credit Card,Fashion,0,Service okay—still leaving.
29,17.0,4.6,1,143.19,2,5.8,4,0.419,female,Credit Card,Grocery,0,"App was fine, but moving on."
44,45.7,5.5,3,102.18,5,9.3,3,0.622,non-binary,Credit Card,Fashion,0,Very satisfied with value.
29,13.8,1.5,6,94.52,3,8.3,2,0.581,non-binary,Debit Card,Mobile,1,Experience was fine overall.
29,6.5,4.5,4,103.33,2,11.1,3,0.371,female,Credit Card,Mobile,0,
40,12.6,5.0,7,83.41,3,3.4,3,0.572,male,Debit Card,Laptop & Accessory,0,Average service.
32,8.1,6.7,3,100.15,2,12.6,3,0.393,female,Credit Card,Fashion,0,"App was fine, but moving on."
43,24.4,5.9,5,81.4,4,17.0,4,0.416,male,Credit Card,Fashion,0,Experience was fine overall.
63,17.5,5.1,2,81.77,2,8.4,3,0.336,female,Credit Card,Mobile,1,Service okay—still leaving.
39,19.2,7.0,6,104.91,2,5.4,4,0.315,female,Cash on Delivery,Laptop & Accessory,0,
31,5.9,5.4,3,65.91,2,6.7,2,0.428,male,Credit Card,Mobile,1,
40,9.2,2.7,2,60.47,3,13.6,2,0.277,female,Debit Card,Mobile,0,Nothing special but acceptable.
18,5.1,6.0,4,82.89,1,10.3,3,0.27,female,Credit Card,Home & Kitchen,0,
37,8.8,2.0,3,164.14,2,21.9,4,0.262,male,Credit Card,Laptop & Accessory,0,Terrible experience. No perks.
43,12.4,7.8,3,56.08,3,13.2,3,0.397,female,UPI,Fashion,0,
40,32.8,7.6,8,184.51,4,14.8,4,0.683,male,Credit Card,Fashion,1,Great perks—staying!
47,19.9,5.9,1,78.17,3,11.6,3,0.43,male,Debit Card,Laptop & Accessory,1,Nothing special but acceptable.
58,17.2,6.3,2,108.37,4,4.1,4,0.325,male,Debit Card,Mobile,0,Switching for better prices.
36,10.7,6.9,7,134.89,1,14.1,4,0.453,female,Debit Card,Mobile,0,Average service.
45,15.7,7.5,4,81.33,2,5.4,5,0.535,male,E Wallet,Laptop & Accessory,1,Nothing special but acceptable.
33,26.8,5.5,5,171.05,4,6.9,4,0.718,female,Credit Card,Mobile,0,
18,7.9,5.8,0,90.17,2,4.3,4,0.37,female,Credit Card,Laptop & Accessory,0,Average service.
32,8.3,3.4,4,103.52,1,20.2,3,0.326,female,Credit Card,Laptop & Accessory,0,
33,23.8,5.7,5,203.38,5,12.1,4,0.356,female,UPI,Fashion,1,
35,18.5,7.7,7,56.32,5,5.4,4,0.523,male,E Wallet,Mobile,1,
39,9.8,2.1,3,68.26,2,4.7,2,0.318,male,UPI,Laptop & Accessory,0,Nothing special but acceptable.
41,10.6,5.6,2,85.92,2,4.4,3,0.281,male,Credit Card,Mobile,1,Nothing special but acceptable.
40,18.2,5.6,3,89.84,2,5.5,4,0.274,male,UPI,Laptop & Accessory,0,
34,13.4,3.2,3,55.46,3,4.4,3,0.453,female,Debit Card,Laptop & Accessory,1,Experience was fine overall.
45,40.3,7.3,4,74.73,4,4.0,4,0.489,female,UPI,Home & Kitchen,1,Average service.
30,9.8,4.0,0,34.59,1,12.3,3,0.295,female,Cash on Delivery,Fashion,0,
21,23.2,6.2,2,149.41,4,9.8,4,0.505,male,UPI,Laptop & Accessory,1,
41,15.9,7.1,5,108.53,2,16.3,4,0.523,female,E Wallet,Home & Kitchen,0,
29,32.7,4.9,3,144.46,4,3.0,4,0.431,female,Debit Card,Laptop & Accessory,0,
28,6.1,5.7,1,90.15,1,11.0,3,0.299,female,Credit Card,Mobile,1,
44,14.7,7.0,3,144.18,3,2.4,5,0.525,female,Cash on Delivery,Fashion,1,Experience was fine overall.
34,17.3,4.4,2,74.64,2,14.7,2,0.406,male,Credit Card,Mobile,1,Experience was fine overall.
33,23.1,6.6,6,58.38,3,10.3,4,0.421,female,UPI,Mobile,0,Experience was fine overall.
43,11.6,2.8,3,161.7,1,12.7,3,0.551,female,UPI,Fashion,1,Average service.
33,11.4,5.5,8,57.5,3,10.0,4,0.394,female,UPI,Laptop & Accessory,0,
28,7.6,4.8,3,86.42,2,9.9,4,0.412,male,Credit Card,Home & Kitchen,1,
34,10.7,3.8,1,55.37,3,1.3,3,0.221,male,UPI,Laptop & Accessory,1,
18,6.0,6.0,3,47.79,3,5.8,2,0.373,female,Credit Card,Laptop & Accessory,1,
25,7.9,5.1,2,185.28,1,19.8,3,0.433,non-binary,Debit Card,Laptop & Accessory,0,
24,5.8,5.0,1,188.08,1,6.1,4,0.324,female,Cash on Delivery,Fashion,0,
38,9.1,5.3,0,140.5,1,20.1,4,0.329,female,UPI,Mobile,1,Experience was fine overall.
32,33.6,8.8,10,93.57,4,4.4,5,0.739,male,Debit Card,Laptop & Accessory,0,
51,11.8,6.4,9,102.69,2,3.2,4,0.43,non-binary,Credit Card,Mobile,1,Nothing special but acceptable.
58,15.8,8.7,3,99.93,3,8.3,4,0.416,male,Debit Card,Laptop & Accessory,0,
36,13.8,7.8,5,242.36,3,2.4,5,0.558,female,E Wallet,Grocery,0,
33,15.2,5.5,6,101.72,1,5.6,2,0.498,female,Debit Card,Fashion,0,Average service.
27,14.5,8.2,6,98.96,1,15.1,4,0.48,male,Debit Card,Fashion,1,Service okay—still leaving.
42,13.6,3.8,4,57.44,2,15.9,3,0.46,male,Credit Card,Laptop & Accessory,0,
56,24.9,5.6,1,50.68,3,1.0,3,0.293,male,UPI,Mobile,0,
32,12.4,5.2,5,116.51,4,13.6,4,0.661,male,Debit Card,Mobile,0,"Loyal customer, happy so far."
30,7.7,2.8,5,104.71,1,5.2,3,0.339,male,Credit Card,Laptop & Accessory,0,
21,5.2,8.1,4,176.69,3,12.0,4,0.392,male,Cash on Delivery,Laptop & Accessory,0,
42,21.8,7.1,2,138.34,3,7.9,4,0.328,female,UPI,Fashion,0,
29,23.4,6.2,3,44.59,3,20.6,4,0.598,female,E Wallet,Home & Kitchen,0,Average service.
20,17.8,4.1,4,77.71,2,5.6,3,0.527,female,E Wallet,Mobile,0,Service okay—still leaving.
32,6.8,3.0,2,72.87,1,10.4,3,0.232,female,Debit Card,Mobile,0,
33,8.7,8.6,5,95.94,2,11.8,4,0.569,female,E Wallet,Mobile,1,"App was fine, but moving on."
41,9.6,6.5,4,61.4,1,5.6,3,0.334,female,Debit Card,Grocery,0,Nothing special but acceptable.
43,16.5,6.9,3,47.52,2,3.1,4,0.323,female,E Wallet,Grocery,1,Experience was fine overall.
39,27.9,5.9,2,266.42,3,9.8,4,0.676,female,Debit Card,Mobile,1,Very satisfied with value.
28,12.5,3.8,5,70.36,2,5.3,2,0.479,female,Debit Card,Home & Kitchen,0,Experience was fine overall.
32,11.5,5.7,5,54.57,2,2.0,3,0.398,male,UPI,Grocery,0,"App was fine, but moving on."
29,9.2,8.5,4,107.28,1,11.5,4,0.473,male,Debit Card,Fashion,1,Average service.
41,16.7,4.6,6,98.89,3,4.6,2,0.568,male,UPI,Grocery,1,
55,19.0,7.1,5,100.56,3,9.5,4,0.396,female,Debit Card,Mobile,1,Average service.
37,23.9,3.0,3,124.04,3,12.7,3,0.627,female,UPI,Laptop & Accessory,0,
43,15.2,5.2,2,115.66,3,4.9,4,0.542,male,Debit Card,Mobile,1,Average service.
18,5.8,3.6,2,103.64,2,10.1,3,0.403,male,Cash on Delivery,Laptop & Accessory,1,Average service.
38,15.5,6.2,7,111.8,2,6.2,4,0.606,male,Credit Card,Home & Kitchen,1,"Loyal customer, happy so far."
37,15.9,8.3,2,87.69,3,12.6,3,0.546,male,E Wallet,Mobile,1,Average service.
49,15.0,5.8,4,87.58,2,11.8,3,0.448,male,UPI,Laptop & Accessory,0,
22,13.8,6.4,4,63.29,2,10.0,2,0.369,male,Credit Card,Home & Kitchen,1,"App was fine, but moving on."
36,15.5,4.9,1,177.56,2,12.9,3,0.432,male,Credit Card,Laptop & Accessory,0,
35,26.3,5.4,3,38.2,3,8.3,3,0.377,female,UPI,Grocery,0,Experience was fine overall.
39,14.1,4.8,8,117.29,4,16.4,3,0.504,male,Credit Card,Fashion,1,Nothing special but acceptable.
54,36.8,5.8,8,105.5,5,6.4,4,0.598,male,E Wallet,Mobile,0,Switching for better prices.
31,12.8,4.5,3,51.98,2,16.9,2,0.359,female,Credit Card,Home & Kitchen,1,
50,34.1,6.5,6,113.08,4,4.1,4,0.655,male,UPI,Mobile,1,Service okay—still leaving.
38,17.0,7.4,2,107.81,2,11.4,4,0.497,female,E Wallet,Mobile,0,
38,22.3,7.9,4,95.55,3,10.4,4,0.562,male,UPI,Home & Kitchen,1,
29,12.3,6.1,3,91.27,2,10.9,3,0.401,male,E Wallet,Mobile,0,
44,10.6,4.6,3,76.67,1,10.0,3,0.362,male,Credit Card,Mobile,1,Nothing special but acceptable.
38,9.2,6.8,2,84.98,1,13.1,3,0.307,female,Credit Card,Home & Kitchen,0,Service okay—still leaving.
42,27.5,5.5,3,182.99,4,10.5,4,0.424,female,E Wallet,Fashion,1,Experience was fine overall.
35,20.8,4.9,5,84.94,3,3.0,2,0.388,female,Debit Card,Laptop & Accessory,1,
42,13.1,5.7,4,55.72,1,11.4,3,0.445,non-binary,UPI,Mobile,1,Experience was fine overall.
40,9.4,2.9,1,106.91,2,17.4,3,0.481,male,Debit Card,Mobile,1,Average service.
26,13.5,7.6,3,77.34,2,7.5,5,0.475,male,UPI,Home & Kitchen,0,
43,39.0,8.5,3,71.89,4,8.2,4,0.487,male,Credit Card,Mobile,1,Experience was fine overall.
18,31.2,4.6,4,45.5,4,14.3,3,0.351,female,UPI,Laptop & Accessory,0,
37,10.1,4.9,9,68.04,2,2.7,3,0.534,female,E Wallet,Mobile,0,Average service.
23,13.1,5.6,3,81.44,1,11.2,3,0.422,female,E Wallet,Home & Kitchen,1,Average service.
45,15.6,8.3,6,58.89,4,7.0,4,0.495,female,Debit Card,Mobile,1,Nothing special but acceptable.
47,24.7,10.1,2,89.21,5,13.6,4,0.571,male,E Wallet,Grocery,1,Nothing special but acceptable.
40,18.5,2.5,2,189.31,3,10.9,4,0.441,female,Debit Card,Mobile,1,
31,26.4,8.4,2,74.16,3,1.8,4,0.531,female,Credit Card,Mobile,0,Average service.
26,5.1,6.0,6,36.22,1,22.5,3,0.428,male,UPI,Home & Kitchen,0,
55,13.2,7.2,0,55.87,3,16.7,2,0.227,female,Credit Card,Mobile,0,Experience was fine overall.
34,17.0,6.3,4,131.04,2,14.2,4,0.312,male,UPI,Laptop & Accessory,0,Experience was fine overall.
43,12.7,3.9,2,164.11,3,19.5,3,0.191,non-binary,Credit Card,Laptop & Accessory,0,Not satisfied—leaving.
33,18.6,8.5,6,79.02,2,7.9,4,0.356,male,Cash on Delivery,Laptop & Accessory,0,"App was fine, but moving on."
40,9.7,5.4,4,75.25,2,18.5,2,0.347,male,Credit Card,Mobile,1,"App was fine, but moving on."
41,10.5,6.1,1,126.12,1,10.7,4,0.348,male,E Wallet,Home & Kitchen,1,Nothing special but acceptable.
55,34.9,6.8,4,41.21,4,2.0,2,0.595,female,Debit Card,Home & Kitchen,0,
42,10.1,7.7,3,50.92,4,8.0,3,0.347,female,Credit Card,Mobile,0,Average service.
23,20.3,7.2,2,53.66,2,19.6,4,0.366,male,Debit Card,Fashion,1,
43,23.5,5.6,7,51.96,3,9.1,3,0.703,female,E Wallet,Mobile,0,Very satisfied with value.
29,26.6,3.6,6,76.6,4,12.7,2,0.507,female,Debit Card,Home & Kitchen,1,
28,25.1,5.0,5,78.57,4,14.5,4,0.526,female,E Wallet,Fashion,0,
25,7.3,4.2,1,94.58,2,17.0,3,0.46,male,UPI,Fashion,0,Switching for better prices.
40,38.6,6.6,2,102.69,5,13.5,4,0.517,female,Credit Card,Fashion,1,Experience was fine overall.
51,25.2,8.1,8,74.34,2,11.1,3,0.787,male,Credit Card,Home & Kitchen,1,Great perks—staying!
32,13.7,8.0,4,119.99,4,4.7,4,0.662,female,Debit Card,Grocery,1,
41,12.6,6.3,4,176.7,3,11.4,5,0.427,female,Debit Card,Home & Kitchen,0,Switching for better prices.
29,12.0,5.4,2,57.32,2,13.1,3,0.378,male,Debit Card,Mobile,0,Switching for better prices.
20,19.5,8.1,4,154.33,3,20.8,5,0.6,female,UPI,Mobile,1,Average service.
23,9.0,5.9,4,117.32,2,10.2,3,0.546,male,Debit Card,Fashion,0,
38,46.0,6.3,2,77.93,5,9.0,3,0.646,male,Debit Card,Fashion,1,
50,11.8,2.5,4,85.6,2,12.5,2,0.275,male,Credit Card,Fashion,0,Experience was fine overall.
38,10.6,6.0,7,258.47,1,5.1,5,0.516,female,E Wallet,Fashion,1,
35,15.4,2.7,2,61.29,3,5.0,2,0.395,female,Debit Card,Fashion,1,Experience was fine overall.
41,18.5,6.7,2,87.05,2,6.8,4,0.324,male,E Wallet,Mobile,1,Average service.
47,23.4,4.5,5,91.26,1,7.4,3,0.571,female,Debit Card,Grocery,0,Average service.
30,31.9,7.2,10,110.86,3,9.9,4,0.554,male,Debit Card,Laptop & Accessory,0,
